"ISSN","ISSN_L","ISSN_IN_DOAJ","ISSN_IN_ROAD","ISSN_IN_PMC","ISSN_IN_OAPC","ISSN_IN_WOS","ISSN_IN_SCOPUS","JOURNAL_IN_DOAJ","JOURNAL_IN_ROAD","JOURNAL_IN_PMC","JOURNAL_IN_OAPC","JOURNAL_IN_WOS","JOURNAL_IN_SCOPUS","TITLE","TITLE_SOURCE"
"1027-3417","1027-3417",1,0,0,0,0,0,1,0,0,0,0,0,"Stellenbosch Papers in Linguistics","DOAJ"
"1029-3027","1029-3027",1,0,0,0,0,0,1,0,0,0,0,0,"Revista Electrónica Dr. Zoilo E. Marinello Vidaurreta","DOAJ"
"1029-3825","1029-3825",0,1,0,0,0,0,1,1,0,0,0,0,"Medienimpulse","DOAJ"
"1029-8479","1029-8479",1,1,0,1,1,1,1,1,0,1,1,1,"Journal of High Energy Physics","DOAJ"
"1048-9533","1048-9533",1,1,0,0,0,1,1,1,0,0,0,1,"Journal of Applied Mathematics and Stochastic Analysis","DOAJ"
"1058-3912","1058-3912",1,1,0,0,0,1,1,1,0,0,0,1,"Journal of Environmental Hydrology","DOAJ"
"1064-7449","1064-7449",1,1,1,0,0,1,1,1,1,0,0,1,"Infectious Diseases in Obstetrics and Gynecology","DOAJ"
"1065-514X","1026-7123",1,0,0,1,1,1,1,1,0,1,1,1,"VLSI Design","DOAJ"
"1070-3608","1026-714X",1,0,1,1,0,1,1,1,1,1,0,1,"Diagnostic and Therapeutic Endoscopy","DOAJ"
"1080-2711","1080-2711",1,1,0,0,0,1,1,1,0,0,0,1,"Journal of Electronic Publishing","DOAJ"
"1085-3545","1085-3545",1,1,0,0,0,0,1,1,0,0,0,0,"Democracy & Education","DOAJ"
"1087-2981","1087-2981",1,1,1,1,1,1,1,1,1,1,1,1,"Medical Education Online","DOAJ"
"1091-0905","1091-0905",1,1,0,0,0,0,1,1,0,0,0,0,"Catholic Social Science Review","DOAJ"
"0379-038X","0379-038X",1,1,0,0,0,0,1,1,0,0,0,0,"Annals of the National Academy of Medical Sciences (India)","DOAJ"
"0390-590X","0390-590X",1,0,0,0,0,0,1,0,0,0,0,0,"Statistica","DOAJ"
"0393-1110","0393-1110",0,1,0,0,0,0,1,1,0,0,0,0,"Rivista Italiana di Acustica","DOAJ"
"0422-7638","0422-7638",1,1,0,0,0,1,1,1,0,0,0,1,"Egyptian Journal of Chest Disease and Tuberculosis","DOAJ"
"0430-5027","0430-5027",1,0,0,0,0,1,1,0,0,0,0,1,"Finisterra - Revista Portuguesa de Geografia ","DOAJ"
"0453-8307","0453-8307",1,1,0,0,0,0,1,1,0,0,0,0,"Holodilʹnaâ Tehnika i Tehnologiâ","DOAJ"
"0482-5004","0482-5004",1,1,0,0,1,1,1,1,0,0,1,1,"Revista Brasileira de Reumatologia","DOAJ"
"0534-0012","0534-0012",1,1,0,0,1,1,1,1,0,0,1,1,"Genetika","DOAJ"
"0556-8080","0556-8080",1,0,0,0,0,0,1,0,0,0,0,0,"Revue Roumaine d'Histoire de l'Art : Série Beaux-Arts ","DOAJ"
"0584-9888","0584-9888",1,1,0,0,0,0,1,1,0,0,0,0,"Zbornik Radova Vizantološkog Instituta","DOAJ"
"0702-8865","0702-8865",1,1,0,0,0,0,1,1,0,0,0,0,"Alternate routes: a journal of Critical Social Research","DOAJ"
"0715-3570","0715-3570",1,0,0,0,0,0,1,0,0,0,0,0,"Interventions Économiques pour une Alternative Sociale","DOAJ"
"0716-1077","0716-1077",1,0,0,0,0,0,1,0,0,0,0,0,"Política","DOAJ"
"0716-7520","0716-7520",1,0,0,0,0,0,1,0,0,0,0,0,"Logos: Revista de Lingüística, Literatura y Filosofía","DOAJ"
"0717-3458","0717-3458",1,1,0,0,1,1,1,1,0,0,1,1,"Electronic Journal of Biotechnology","DOAJ"
"0717-6236","0250-7161",1,1,0,0,1,1,1,1,0,0,1,1,"EURE (Santiago) - Revista Latinoamericana de Estudios Urbano Regionales","DOAJ"
"0717-7194","0073-2435",1,1,0,0,1,0,1,1,0,0,1,1,"Historia (Santiago)","DOAJ"
"0718-5391","0718-5391",1,1,0,0,0,0,1,1,0,0,0,0,"Revista Clínica de Periodoncia, Implantología y Rehabilitación Oral","DOAJ"
"0718-5898","0718-5898",1,0,0,0,0,0,1,0,0,0,0,0,"Palimpsesto: Revista Científica de Estudios Sociales Iberoamericanos","DOAJ"
"0718-8706","0718-8706",1,1,0,0,0,0,1,1,0,0,0,0,"Avances en Ciencias e Ingeniería","DOAJ"
"0718-9575","0718-9575",1,1,0,0,0,0,1,1,0,0,0,0,"Investigaciones Geográficas","DOAJ"
"0719-0409","0717-1013",1,0,0,0,0,0,1,0,0,0,0,0,"Pensamiento Educativo: Revista de Investigación Educacional Latinoamericana","DOAJ"
"1179-1616","1179-1616",1,1,0,0,0,1,1,1,0,0,0,1,"Transplant Research and Risk Management","DOAJ"
"1179-4984","1171-6096",1,1,0,0,0,0,1,1,0,0,0,0,"New Zealand Journal of Mathematics","DOAJ"
"1179-5441","1179-5441",1,0,1,0,0,1,1,0,1,0,0,1,"Clinical Medicine Insights: Arthritis and Musculoskeletal Disorders","DOAJ"
"1179-5484","1179-5484",1,0,1,0,0,1,1,0,1,0,0,1,"Clinical Medicine Insights: Circulatory, Respiratory and Pulmonary Medicine","DOAJ"
"1179-5522","1179-5522",1,0,1,0,0,1,1,0,1,0,0,1,"Clinical Medicine Insights: Gastroenterology","DOAJ"
"1179-5581","1179-5581",1,0,1,0,0,0,1,0,1,0,0,0,"Clinical Medicine Insights: Reproductive Health","DOAJ"
"1179-7231","1179-7231",1,0,0,0,0,0,1,0,0,0,0,0,"Relegere: Studies in Religion and Reception","DOAJ"
"1179-7282","1179-7282",1,1,0,0,0,0,1,1,0,0,0,0,"Research and Reports in Tropical Medicine","DOAJ"
"1179-9870","1179-9870",1,1,0,0,0,0,1,1,0,0,0,0,"Advances in Genomics and Genetics","DOAJ"
"1179-9919","1179-9919",1,0,0,0,0,0,1,0,0,0,0,0,"Gastrointestinal Cancer : Targets and Therapy","DOAJ"
"1183-1189","1183-1189",1,1,0,0,0,0,1,1,0,0,0,0,"Brock Education: a Journal of Educational Research and Practice","DOAJ"
"2528-6196","2087-4294",1,0,0,0,0,0,1,0,0,0,0,0,"Dinamika Kerajinan dan Batik: Majalah Ilmiah","DOAJ"
"2528-8644","2528-8644",1,0,0,0,0,0,1,0,0,0,0,0,"Turkish Journal of Plastic Surgery","DOAJ"
"2529-1947","2529-1947",1,0,0,0,0,0,1,0,0,0,0,0,"Journal of Tourism, Heritage & Services Marketing","DOAJ"
"2530-3791","0213-8646",1,1,0,0,0,0,1,1,0,0,0,0," Revista Interuniversitaria de Formación del Profesorado","DOAJ"
"2531-6672","2531-6672",1,1,0,0,0,0,1,1,0,0,0,0,"Groma","DOAJ"
"2531-9906","2531-9906",1,1,0,0,0,0,1,1,0,0,0,0,"UPLanD: Journal of Urban Planning, Landscape & Environmental Design","DOAJ"
"2322-1186","2322-1186",1,1,0,0,0,0,1,1,0,0,0,0,"Journal of Applied Biotechnology Reports","DOAJ"
"2322-2220","2322-2220",1,1,1,0,0,0,1,1,1,0,0,0,"Journal of Advances in Medical Education and Professionalism","DOAJ"
"2322-2476","2322-2476",1,1,1,0,0,0,1,1,1,0,0,0,"International Journal of Community Based Nursing and Midwifery","DOAJ"
"2322-3294","2322-3294",1,1,0,0,0,0,1,1,0,0,0,0,"Muṭāli̒āt-i Mudīriyyat-i Gardishgarī","DOAJ"
"2322-3480","2322-3480",1,0,0,0,0,0,1,0,0,0,0,0,"Reports of Biochemistry and Molecular Biology","DOAJ"
"2322-4150","2252-0317",1,0,0,0,0,0,1,0,0,0,0,0,"Journal of Dental Materials and Techniques","DOAJ"
"2322-4304","2322-4304",1,1,0,0,0,0,1,1,0,0,0,0,"Health, Spirituality and Medical Ethics","DOAJ"
"2322-455X","2322-455X",1,0,0,0,0,0,1,0,0,0,0,0,"Journal of World's Poultry Research ","DOAJ"
"2322-4649","2008-6466",1,0,0,0,0,0,1,0,0,0,0,0,"Research in Arabic Language","DOAJ"
"2322-5157","2322-5157",1,0,0,0,0,0,1,0,0,0,0,0,"Advances in Computer Science : an International Journal","DOAJ"
"2322-5238","2322-5238",1,0,0,0,0,0,1,0,0,0,0,0,"Journal of Paramedical Science and Rehabilitation","DOAJ"
"2322-5726","2322-5718",1,0,1,0,0,0,1,0,1,0,0,0,"Asia Oceania Journal of Nuclear Medicine and Biology","DOAJ"
"2322-5807","2322-5807",1,1,0,0,0,0,1,1,0,0,0,0,"Sahand Communications in Mathematical Analysis","DOAJ"
"2322-7311","2248-7735",0,1,0,0,0,0,1,1,0,0,0,0,"Conexión Agropecuaria JDC","DOAJ"
"2322-9381","2322-9381",1,1,0,0,0,1,1,1,0,0,0,1,"Trashumante: Revista Americana de Historia Social","DOAJ"
"2324-0652","2324-0652",1,1,0,0,0,0,1,1,0,0,0,0,"Barents Studies: Peoples, Economies and Politics","DOAJ"
"2324-7878","2324-7878",1,0,0,0,0,0,1,0,0,0,0,0,"Pennsylvania Libraries: Research & Practice","DOAJ"
"2325-3290","2325-3290",1,0,0,0,0,0,1,0,0,0,0,0,"Dialogic Pedagogy","DOAJ"
"2325-4688","2325-4688",1,0,0,0,0,0,1,0,0,0,0,0,"Online Journal of Applied Knowledge Management","DOAJ"
"2383-1170","2383-1170",0,1,0,0,0,0,1,1,0,0,0,0,"Journal of Asset Management and Financing","DOAJ"
"2383-2053","2383-2053",1,1,0,0,0,0,1,1,0,0,0,0,"Journal of Nosocomial Infection","DOAJ"
"2383-2150","2383-2150",0,1,0,0,0,0,1,1,0,0,0,0,"Journal of Education and Community Health","DOAJ"
"2383-2444","2383-2436",1,1,0,0,0,0,1,1,0,0,0,0,"Avicenna Journal of Neuro Psycho Physiology","DOAJ"
"2383-3009","2383-0441",1,1,0,0,0,0,1,1,0,0,0,0,"Nutrition and Food Sciences Research","DOAJ"
"2383-3572","2383-3572",1,1,0,0,0,0,1,1,0,0,0,0,"Global Journal of Environmental Science and Management ","DOAJ"
"2383-4307","2383-4307",0,1,0,0,0,0,1,1,0,0,0,0,"Caspian Journal of Neurological Sciences","DOAJ"
"2383-451X","2383-451X",1,1,0,0,0,0,1,1,0,0,0,0,"Pollution","DOAJ"
"2383-4544","2383-4544",1,1,0,0,0,0,1,1,0,0,0,0,"Journal of Emergency Practice and Trauma","DOAJ"
"2448-6248","1665-1596",1,1,0,0,0,0,1,1,0,0,0,0,"Voces de la educación","DOAJ"
"2449-6162","2449-6162",1,1,0,0,0,1,1,1,0,0,0,1,"Arterial Hypertension ","DOAJ"
"2449-8580","1734-3402",1,0,0,0,0,0,1,0,0,0,0,1,"Family Medicine & Primary Care Review","DOAJ"
"2450-9469","1233-9709",1,1,0,0,0,0,1,1,0,0,0,0,"Archives of Mechanical Technology and Materials","DOAJ"
"2326-0351","2326-0351",1,0,0,0,0,0,1,0,0,0,0,0,"Boston Hospitality Review","DOAJ"
"2326-9901","2326-9901",1,0,0,0,0,0,1,0,0,0,0,0,"Journal of Biological Methods","DOAJ"
"2328-3610","2328-3610",1,0,0,0,0,0,1,0,0,0,0,0,"Mid-Atlantic Education Review","DOAJ"
"2328-8280","2328-8272",1,0,0,0,0,0,1,0,0,0,0,0,"Journal of Eastern European and Central Asian Research","DOAJ"
"2329-2210","2329-2210",1,0,0,0,0,0,1,0,0,0,0,0,"International Journal of Society, Culture and Language","DOAJ"
"2329-258X","1065-1136",1,0,0,0,0,0,1,0,0,0,0,0,"Journal of Aviation/Aerospace Education & Research","DOAJ"
"2330-1511","2330-1511",1,1,0,1,0,0,1,1,0,1,0,0,"Proceedings of the American Mathematical Society, Series B","DOAJ"
"2330-9245","2330-9237",1,1,0,0,0,0,1,1,0,0,0,0,"American Journal of Experimental and Clinical Research","DOAJ"
"2331-1975","2331-1975",1,1,0,0,0,0,1,1,0,0,0,0,"Cogent Business & Management","DOAJ"
"2331-2262","2331-2262",1,0,0,0,0,0,1,0,0,0,0,0,"Reconstructive Review","DOAJ"
"2331-608X","2331-6055",1,0,0,0,0,0,1,0,0,0,0,0,"Neutrosophic Sets and Systems","DOAJ"
"2333-3316","2333-3316",1,0,0,0,0,0,1,0,0,0,0,0,"Weave: Journal of Library User Experience ","DOAJ"
"2333-5084","2333-5084",1,0,0,0,0,0,1,0,0,0,0,0,"Earth and Space Science","DOAJ"
"2333-7184","2333-7184",1,0,0,0,0,0,1,0,0,0,0,0,"National Cybersecurity Institute Journal","DOAJ"
"2335-4216","1580-0466",1,1,0,0,0,0,1,1,0,0,0,0,"Economic and Business Review","DOAJ"
"2336-0313","2336-0313",1,0,0,0,0,0,1,0,0,0,0,0,"International Journal of Medicine and Surgery","DOAJ"
"2336-1654","1803-6546",1,1,0,0,0,0,1,1,0,0,0,0,"Czech-Polish Historical and Pedagogical Journal","DOAJ"
"2383-7845","2383-7845",1,1,1,0,0,1,1,1,1,0,0,1,"Journal of Pathology and Translational Medicine","DOAJ"
"2278-9030","2278-9014",1,0,0,0,0,0,1,0,0,0,0,0,"International Journal of Health and Rehabilitation Sciences","DOAJ"
"2279-7084","2038-324X",1,1,0,0,0,1,1,1,0,0,0,1,"Journal of Entomological and Acarological Research","DOAJ"
"2280-6172","2280-6172",1,0,0,0,0,1,1,0,0,0,0,1,"Bio-based and Applied Economics","DOAJ"
"2280-9120","2280-9120",1,0,0,0,0,0,1,0,0,0,0,0,"Rivista di Psicologia dell'Emergenza e dell'Assistenza Umanitaria","DOAJ"
"2281-8421","2281-8421",1,0,0,0,0,0,1,0,0,0,0,0,"Pediatric Anesthesia and Critical Care Journal (PACCJ)","DOAJ"
"2282-7765","2282-7757",1,0,0,0,0,0,1,0,0,0,0,0,"Science & Philosophy","DOAJ"
"2283-3927","2283-3927",1,0,0,0,0,0,1,0,0,0,0,0,"International Journal of Health, Animal Science and Food Safety","DOAJ"
"1851-703X","1851-703X",1,0,0,0,0,0,1,0,0,0,0,0,"H-industri@: Revista de Historia de la Industria, los Servicios y las Empresas en América Latina","DOAJ"
"1851-7811","0328-8188",1,1,0,0,0,0,1,1,0,0,0,0,"Orbis Tertius","DOAJ"
"1851-9490","1515-7180",1,1,0,0,0,0,1,1,0,0,0,0,"Estudios de Filosofía Práctica e Historia de las Ideas","DOAJ"
"1852-060X","1852-4826",1,0,0,0,0,0,1,1,0,0,0,0,"Revista del Museo de Antropologia","DOAJ"
"1852-2181","1852-2181",1,0,0,0,0,0,1,0,0,0,0,0,"Augm Domus","DOAJ"
"1852-2971","1852-2971",1,0,0,0,0,0,1,0,0,0,0,0,"Derecho y Ciencias Sociales","DOAJ"
"1852-4222","1852-4222",1,0,0,0,0,0,1,0,0,0,0,0,"SaberEs","DOAJ"
"1852-7434","1515-1786",1,1,0,0,0,0,1,1,0,0,0,0,"Revista de la Asociación Argentina de Ortopedia y Traumatologia","DOAJ"
"1852-8759","1852-8759",1,1,0,0,0,0,1,1,0,0,0,0,"Revista Latinoamericana de Estudios sobre Cuerpos, Emociones y Sociedad","DOAJ"
"1853-550X","1851-703X",1,0,0,0,0,0,1,0,0,0,0,0,"H-industri@: Revista de Historia de la Industria, los Servicios y las Empresas en América Latina","DOAJ"
"1853-7596","1853-7596",1,0,0,0,0,0,1,0,0,0,0,0,"Nuevo Pensamiento. Revista de Filosofía.","DOAJ"
"1853-7863","1853-7863",1,1,0,0,0,0,1,1,0,0,0,0,"Revista Latinoamericana de Metodología de las Ciencias Sociales ","DOAJ"
"1854-1089","0354-0596",1,1,0,0,0,1,1,1,0,0,0,1,"Dela","DOAJ"
"1854-4231","1854-4231",1,1,0,0,0,0,1,1,0,0,0,0,"Management","DOAJ"
"1854-6935","1581-6311",1,1,0,0,0,0,1,1,0,0,0,0,"Managing Global Transitions","DOAJ"
"1855-4431","1855-4431",1,1,0,0,0,0,1,1,0,0,0,0,"Revija za Elementarno Izobraževanje","DOAJ"
"1855-9719","1855-9719",1,1,0,0,0,1,1,1,0,0,0,1,"Center for Educational Policy Studies Journal","DOAJ"
"1857-0224","1857-0224",1,1,0,0,0,0,1,1,0,0,0,0,"Psihologia. Pedagogia specială. Asistenţa socială","DOAJ"
"1857-0461","1857-0461",1,0,0,0,0,0,1,0,0,0,0,0,"Akademos: Revista de Ştiinţă, Inovare, Cultură şi Artă","DOAJ"
"1857-2103","1857-2103",1,0,0,0,0,0,1,0,0,0,0,0,"Studia Universitatis Moldaviae: Stiinte ale Educatiei","DOAJ"
"2040-1876","2040-1876",1,0,0,0,0,0,1,0,0,0,0,0,"Journal of the Anthropological Society of Oxford ","DOAJ"
"2040-8498","2040-8498",1,1,0,0,0,0,1,1,0,0,0,0,"Journal of Critical Globalisation Studies","DOAJ"
"2042-0048","2042-0048",1,1,1,0,0,1,1,1,1,0,0,1,"Veterinary Medicine International","DOAJ"
"2042-0099","2042-0099",1,1,1,0,0,1,1,1,1,0,0,1,"International Journal of Inflammation","DOAJ"
"2042-6410","2042-6410",1,1,1,1,1,1,1,1,1,1,1,1,"Biology of Sex Differences","DOAJ"
"2044-4362","2044-4362",1,1,1,0,0,1,1,1,1,0,0,1,"Malaria Research and Treatment","DOAJ"
"2045-2322","2045-2322",1,0,1,1,1,1,1,0,1,1,1,1,"Scientific Reports","DOAJ"
"2045-7634","2045-7634",1,1,1,1,1,1,1,1,1,1,1,1,"Cancer Medicine","DOAJ"
"2049-9396","2049-9396",1,0,0,0,0,0,1,0,0,0,0,0,"James Joyce Online Notes","DOAJ"
"2049-9957","2049-9957",1,1,1,1,1,1,1,1,1,1,1,1,"Infectious Diseases of Poverty","DOAJ"
"2050-3121","2050-3121",1,0,1,0,0,1,1,0,1,0,0,1,"SAGE Open Medicine","DOAJ"
"2050-3911","2050-3911",1,1,0,0,1,1,1,1,0,0,1,1,"Progress of Theoretical and Experimental Physics","DOAJ"
"2050-6201","2050-6201",1,1,1,1,0,0,1,1,1,1,0,0,"Evolution, Medicine and Public Health","DOAJ"
"2050-778X","2050-778X",1,0,0,0,0,0,1,0,0,0,0,0,"Unfamiliar: An Anthropological Journal","DOAJ"
"2051-3909","2051-3895",1,0,1,0,0,1,1,0,1,0,0,1,"Journal of Medical Radiation Sciences","DOAJ"
"2051-5189","2051-5189",1,0,0,0,0,0,1,0,0,0,0,0,"Autonomy: The Critical Journal of Interdisciplinary Autism Studies","DOAJ"
"2051-655X","2051-655X",1,0,0,0,0,0,1,0,0,0,0,0,"Journal of Practical Ethics","DOAJ"
"2051-848X","2051-848X",1,0,0,0,0,0,1,0,0,0,0,0,"International Journal of Business & Economic Development","DOAJ"
"2052-3211","2052-3211",1,1,1,1,0,1,1,1,1,1,0,1,"Journal of Pharmaceutical Policy and Practice","DOAJ"
"2052-4439","2052-4439",1,1,1,1,0,1,1,1,1,1,0,1,"BMJ Open Respiratory Research","DOAJ"
"2176-9036","2176-9036",1,1,0,0,0,0,1,1,0,0,0,0,"Revista Ambiente Contábil","DOAJ"
"2176-9192","1518-1243",1,1,0,0,0,0,1,1,0,0,0,0,"Iniciação Científica Cesumar","DOAJ"
"2177-014X","1808-1851",1,1,0,0,0,0,1,1,0,0,0,1,"Coluna/Columna ","DOAJ"
"2177-1383","2177-1383",1,1,0,0,0,0,1,1,0,0,0,0,"FIDES - Revista de Filosofia do Direito, do Estado e da Sociedade","DOAJ"
"2177-4560","1981-6197",1,1,0,0,0,0,1,1,0,0,0,0,"Boletim do Observatório Ambiental Alberto Ribeiro Lamego","DOAJ"
"2177-6083","2177-6083",1,0,0,0,0,0,1,0,0,0,0,0,"Administração: Ensino e Pesquisa","DOAJ"
"2177-6830","2177-6830",1,1,0,0,0,0,1,1,0,0,0,0,"Ciência da Madeira","DOAJ"
"2177-8841","1980-8348",1,1,0,0,0,0,1,1,0,0,0,0,"Moringa - Artes do Espetáculo","DOAJ"
"2178-1702","2178-1702",1,0,0,0,0,0,1,0,0,0,0,0,"Caracol","DOAJ"
"1735-3238","1735-3238",0,1,0,0,0,0,0,1,0,0,0,0,"Ḥikmat va falsafah.","ROAD"
"1755-9715","1755-9715",0,1,0,0,0,0,0,1,0,0,0,0,"Humanising language teaching","ROAD"
"1796-2986","1796-2986",0,1,0,0,0,0,0,1,0,0,0,0,"COLLeGIUM.","ROAD"
"1805-9171","1805-9171",1,1,0,0,0,0,1,1,0,0,0,0,"Mefanet Journal","DOAJ"
"1848-8846","1848-8846",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of integrative medicine","ROAD"
"1865-1151","1865-1151",0,1,0,0,0,0,0,1,0,0,0,0,"Practical business research.","ROAD"
"1907-591X","1907-591X",1,0,0,0,0,0,1,0,0,0,0,0,"Al Ihkam: Jurnal Hukum & Pranata Sosial","DOAJ"
"1923-6549","1922-7043",0,1,0,0,0,0,0,1,0,0,0,0,"PlatForum.","ROAD"
"1957-7885","",0,1,0,0,0,0,0,1,0,0,0,0,"Apparence(s).","ROAD"
"1980-3303","1980-3303",0,1,0,0,0,0,0,1,0,0,0,0,"Música & Cultura.","ROAD"
"1982-0534","1808-1355",0,1,0,0,0,0,0,1,0,0,0,0,"Estudos da Língua(gem).","ROAD"
"1993-7288","0953-6833",1,1,0,0,0,0,1,1,0,0,0,1,"Community Eye Health Journal","DOAJ"
"1999-2645","1999-2645",0,1,0,0,0,0,0,1,0,0,0,0,"Regionalʹnaâ èkonomika i upravlenie.","ROAD"
"2011-6721","2011-6721",1,1,0,0,0,0,1,1,0,0,0,0,"Latin American Journal of Content and Language Integrated Learning","DOAJ"
"2041-2894","2041-2894",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of animal and veterinary advances.","ROAD"
"2048-4194","1463-1725",1,0,0,0,0,0,1,0,0,0,0,0,"Archaeology International","DOAJ"
"2058-7813","2058-7813",0,1,0,0,0,0,0,1,0,0,0,0,"Archives of oral and dental research.","ROAD"
"2073-8684","2073-8684",1,0,0,0,0,0,1,0,0,0,0,0,"Harčova Nauka ì Tehnologìâ","DOAJ"
"2078-1296","2078-1296",0,1,0,0,0,0,0,1,0,0,0,0,"Istoriâ i istoriki v kontekste vremeni.","ROAD"
"2084-8846","2084-8846",1,0,0,0,0,0,1,0,0,0,0,0,"Non-Genetic Inheritance","DOAJ"
"2090-5777","2090-5769",1,1,0,0,0,0,1,1,0,0,0,0,"ISRN Pulmonology","DOAJ"
"2090-9985","2090-9977",0,1,0,0,0,0,1,1,0,0,0,1,"NRIAG Journal of Astronomy and Geophysics","DOAJ"
"2108-6648","0033-0884",0,1,0,0,0,0,0,1,0,0,0,0,"Projet.","ROAD"
"2110-5537","2110-5537",0,1,0,0,0,0,0,1,0,0,0,0,"RISÉO.","ROAD"
"2146-6009","",1,0,0,0,0,0,1,0,0,0,0,0,"Çağdaş Tıp Dergisi ","DOAJ"
"2161-119X","",0,0,0,1,0,0,0,0,0,1,0,0,"Otolaryngology","OAPC"
"2175-1609","2175-1609",1,0,0,0,0,0,1,0,0,0,0,0,"Revista Triangulo","DOAJ"
"2179-8451","1677-1966",1,1,0,0,0,0,1,1,0,0,0,0,"TEMA","DOAJ"
"2190-5509","2190-5517",1,0,0,0,1,0,1,1,0,0,1,0,"Applied Nanoscience","DOAJ"
"2199-4439","2199-4439",0,1,0,0,0,0,0,1,0,0,0,0,"Annual report.","ROAD"
"2213-7475","1319-0164",0,1,0,0,1,0,1,1,0,0,1,1,"Saudi Pharmaceutical Journal","DOAJ"
"2227-9067","2227-9067",1,1,1,0,0,0,1,1,1,0,0,0,"Children (Basel) ","DOAJ"
"2247-9104","1582-9146",1,1,0,0,1,0,1,1,0,0,1,1,"Amfiteatru Economic","DOAJ"
"2252-3979","2252-3979",1,0,0,0,0,0,1,0,0,0,0,0,"LenteraBio","DOAJ"
"2256-4322","1692-0279",1,1,0,0,0,0,1,1,0,0,0,0,"AD-minister","DOAJ"
"2261-0901","1951-6908",0,1,0,0,0,0,0,1,0,0,0,0,"Synergies Monde.","ROAD"
"2264-5616","2264-5616",0,1,0,0,0,0,0,1,0,0,0,0,"De l'agora au gotha.","ROAD"
"2265-8157","2265-8157",0,1,0,0,0,0,0,1,0,0,0,0,"Le Ciné-oeil numérique.","ROAD"
"2283-9232","2283-9232",0,1,0,0,0,0,0,1,0,0,0,0,"Reticula.","ROAD"
"2295-7251","1371-6735",0,1,0,0,0,0,0,1,0,0,0,0,"Revue de la Société liégeoise de musicologie.","ROAD"
"2303-4289","1512-8539",0,1,0,0,0,0,0,1,0,0,0,0,"Sarajevske sveske.","ROAD"
"2309-0693","2309-0693",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of business and innovation.","ROAD"
"2310-6085","1818-1198",0,1,0,0,0,0,0,1,0,0,0,0,"Konfliktologiâ.","ROAD"
"2312-4970","0235-4160",0,1,0,0,0,0,0,1,0,0,0,0,"Oftalʹmohirurgiâ.","ROAD"
"2313-4798","1994-3601",1,1,0,0,0,0,1,1,0,0,0,0,"Vestnik Permskogo Universiteta: Seriâ Geologiâ","DOAJ"
"2314-856X","2314-856X",1,0,0,0,0,0,1,0,0,0,0,0,"International Journal of Computational Mathematics ","DOAJ"
"2318-0390","2318-0390",0,1,0,0,0,0,0,1,0,0,0,0,"Nov@.","ROAD"
"2320-7302","2320-7302",0,1,0,0,0,0,0,1,0,0,0,0,"Journal of dental specialties.","ROAD"
"2323-0703","1909-0455",0,1,0,0,0,0,0,1,0,0,0,0,"Producción + limpia.","ROAD"
"2334-9492","2334-9492",1,1,0,0,0,0,1,1,0,0,0,0,"Hospital Pharmacology","DOAJ"
"2340-9711","2340-9711",1,1,0,0,0,0,1,1,0,0,0,0,"rita_","DOAJ"
"2345-3982","2345-3982",0,1,0,0,0,0,0,1,0,0,0,0,"Computational methods for differential equations","ROAD"
"2348-1927","2348-1927",0,1,0,0,0,0,0,1,0,0,0,0,"Annals of biological sciences.","ROAD"
"2349-0020","2349-0020",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of research and applications.","ROAD"
"2353-7221","1896-1908",0,1,0,0,0,0,0,1,0,0,0,0,"Roczniki Akademii Rolniczej w Poznaniu.","ROAD"
"2359-1870","2359-1870",0,1,0,0,0,0,0,1,0,0,0,0,"Pesquisar.","ROAD"
"2365-8258","2365-8258",0,1,0,0,0,0,0,1,0,0,0,0,"www.zugetextet.com.","ROAD"
"2367-6086","2367-6086",0,1,0,0,0,0,0,1,0,0,0,0,"Naučni trudove Kolež - Dobrič.","ROAD"
"2373-6372","2373-6372",0,0,0,1,0,0,0,0,0,1,0,0,"Gastroenterology & Hepatology: Open Access","OAPC"
"2380-0607","2380-0607",0,1,0,0,0,0,0,1,0,0,0,0,"AIHM journal club.","ROAD"
"2383-4315","2345-296X",1,1,0,0,0,0,1,1,0,0,0,0,"Shafa Orthopedic Journal","DOAJ"
"2387-3124","1503-3031",0,1,0,0,0,0,0,1,0,0,0,0,"Working paper series.","ROAD"
"2393-3402","2066-4818",0,1,0,0,0,0,0,1,0,0,0,0,"Text şi discurs religios.","ROAD"
"1210-0471","1210-0471",1,1,0,0,0,0,1,1,0,0,0,0,"Transactions of the VSB : Technical University of Ostrava","DOAJ"
"1210-4027","1210-4027",0,1,0,0,0,0,1,1,0,0,0,0,"Civil Engineering Journal","DOAJ"
"1212-1185","1212-1185",1,1,0,0,0,1,1,1,0,0,0,1,"Acta Universitatis Palackianae Olomucensis. Gymnica","DOAJ"
"1212-1975","1212-1975",1,1,0,0,1,1,1,1,0,0,1,1,"Czech Journal of Genetics and Plant Breeding","DOAJ"
"1213-2691","1212-7817",1,0,0,0,0,0,1,0,0,0,0,0,"Central European Political Studies Review","DOAJ"
"1214-1178","1214-1178",1,1,0,0,1,1,1,1,0,0,1,1,"Plant, Soil and Environment","DOAJ"
